player,rumoured_club,successful
Arturo Erasmo Vidal Pardo,Bayern Munich,True
Marko Livaja,Empoli F.C. SpA,True
Loïc Rémy,Crystal Palace,True
Asmir Begović,Chelsea,True
Aras Özbiliz,Rayo Vallecano,True
Gökhan İnler,Beşiktaş,True
Florian Thauvin,Olympique de Marseille,True
Mats Hummels,Bayern Munich,True
Jamie Carragher,Liverpool F.C.,True
Seydou Doumbia,CSKA Moscow,True
Emmanuel Adebayor,Crystal Palace,True
Jeremain Marciano Lens,Sunderland AFC,True
Iker Casillas,FC Porto,True
Papy Mison Djilobodji,Sportfreunde Siegen,True
Jermain Defoe,AFC Bournemouth,True
Aleksei Sergeyevich Ionov,CSKA Moscow,True
Ahmed Musa,Leicester City,True
Ezekiel Henty,Lokomotiv Moscow,True
Gabriel Boschilia,Monaco F.C.,True
Colin Kazim-Richards,Coritiba Foot Ball Club,True
Lewis James Grabban,AFC Bournemouth,True
Oscar Hiljemark,Palermo,True
Holger Badstuber,VfB Stuttgart,True
Benik Tunani Afobe,AFC Bournemouth,True
Jordan Kevin Amavi,Aston Villa F.C.,True
Yaya Sanogo,AFC Ajax,True
Paolo Mauricio Lemos Merladett,Rubin Kazan,True
Marc Bartra,Borussia Dortmund,True
Ederson Honorato Campos,Flamengo,True
James Grant Chester,West Bromwich Albion F.C.,True
Florentin Matei,Rijeka,True
Ibrahim Afellay,Stoke City,True
Michu,Rayo Vallecano,True
Ahmed Musa,Leicester City,True
Chancel Mbemba,Newcastle United F.C.,True
Felipe Melo,Flamengo,True
Calum Chambers,Southampton F.C.,True
Joe Cole,Coventry City F.C.,True
Fabio Borini,Swansea City F.C.,True
Elbasan Rashani,Rosenborg Ballklub,True
Kehinde Fatai,Sparta Prague,True
Viktor Gorridsen Fischer,Middlesbrough F.C.,True
Séamus John James Given,Stoke City,True
Artem Volodymyrovych Milevskiy,CS Concordia Chiajna,True
Alexandre Rodrigues da Silva,Chelsea,True
Serge David Gnabry,West Bromwich Albion F.C.,True
Max-Alain Gradel,AFC Bournemouth,True
Jelle Vossen,Burnley F.C.,True
Joe Allen,Swansea City F.C.,True
Ricardo Kishna,SS Lazio,True
Victor Wanyama,Tottenham Hotspur,True
Vasyl Myronovych Pryima,Torino F.C.,True
Ciprian Andrei Marica,Steaua București,True
Delvin Chanel N'Dinga,Lokomotiv Moscow,True
Carlos Alberto Martínez Tevez,Boca Juniors,True
Mario Suárez Mata,Watford F.C.,True
Timo Gebhart,Steaua București,True
Diego Fabbrini,Birmingham City F.C.,True
Alex McCarthy,Crystal Palace,True
Riyad Mahressa,Leicester City,True
Juan Miguel Jiménez López,Southampton F.C.,True
Adam James Matthews,Sunderland AFC,True
Anthony Joran Martial,Manchester United,True
Cani,Deportivo de La Coruña,True
Aly Cissokho,FC Porto,True
Wahbi Khazri,Sunderland AFC,True
Daniel Amartey,Leicester City,True
Michy Batshuayi,Chelsea,True
William Vainqueur,Roma,True
Xherdan Shaqiri,Stoke City,True
Wellington Silva,Bolton Wanderers F.C.,True
Steven Roy Caulker,Southampton F.C.,True
Aaron Justin Lennon,Everton,True
Raúl Albentosa Redal,Málaga,True
Natanael,Ludogorets Razgrad,True
Mario Suárez Mata,ACF Fiorentina,True
James Perch,Queens Park Rangers,True
Manuel Agudo Durán,FC Barcelona,True
Kingsley Coman,Bayern Munich,True
Dame N'Doye,Trabzonspor,True
Rudy Gestede,Aston Villa F.C.,True
Cédric,Southampton F.C.,True
Tyrone Deon Mings,AFC Bournemouth,True
Steven Naismith,Norwich City F.C.,True
James McClean,West Bromwich Albion F.C.,True
Adnan Januzaj,Borussia Dortmund,True
Mats Hummels,Bayern Munich,True
Demarai Gray,Leicester City,True
Ciro Immobile,Sevilla FC,True
Kenwyne Jones,Sheffield Wednesday F.C.,True
Alex Pritchard,West Bromwich Albion F.C.,True
Jordan Ayew,Aston Villa F.C.,True
Nathan Antone Jonah Dyer,Leicester City,True
Alex Oxlade-Chamberlain,Southampton F.C.,True
Jonny Evans,West Bromwich Albion F.C.,True
Vincent Petrus Anna Sebastiaan Janssen,Tottenham Hotspur,True
Bryan Ruiz,Sporting CP,True
Scott Andrew Sinclair,Swansea City F.C.,True
Joe Mason,Wolverhampton Wanderers F.C.,True
Étienne Capoue,Watford F.C.,True
José Mauri,A.C. Milan,True
Seko Fofana,SC Bastia,True
José Luís Mendes Andrade,Spartak Moscow,True
Roberto Firmino Barbosa de Oliveira,Liverpool F.C.,True
Seydou Doumbia,Newcastle United F.C.,True
Joshua Mark McEachran,Brentford,True
Xabi Alonso,Liverpool F.C.,True
Noureddine Amrabat,Watford F.C.,True
Pablo Sarabia,Sevilla FC,True
Didier Yves Drogba Tébily,Impact de Montréal,True
Rafael Tolói,Atalanta Bergamasca,True
Andros Townsend,Newcastle United F.C.,True
Yann M'Vila,Sunderland AFC,True
Shaun Maloney,Hull City F.C.,True
Yohan Cabaye,Newcastle United F.C.,True
Jordan Ikoko,En Avant de Guingamp,True
Barry Bannan,Sheffield Wednesday F.C.,True
Ciprian Andrei Marica,Steaua București,True
Michael Anthony James Hector,Chelsea,True
Raúl Jiménez,S.L. Benfica,True
Gastón Rodrigo Pereiro López,PSV Eindhoven,True
Roberto Maximiliano Pereyra,Watford F.C.,True
Nils Ola Toivonen,Sunderland AFC,True
Jefferson Farfán,Al Jazira Club,True
Daniel Alves da Silva,Juventus,True
João Carlos Vilaça Teixeira,FC Porto,True
Dame N'Doye,Sunderland AFC,True
Iker Casillas,FC Porto,True
Juan Guillermo,Juventus,True
Kingsley Coman,Bayern Munich,True
Yohan Mollo,Wings of Soviets,True
Nampalys Mendy,Leicester City,True
Luke Brattan,Manchester City F.C.,True
Billy Sharp,Sheffield United F.C.,True
Sebastian Rode,Borussia Dortmund,True
Arda Turan,FC Barcelona,True
Timm Klose,Norwich City F.C.,True
Mathieu Debuchy,Bordeaux,True
Kiko Casilla,Real Madrid C.F.,True
Sadio Mané,Liverpool F.C.,True
Steven N'Kemboanza Mike,Sevilla FC,True
Jonathan Bamba,Paris F.C.,True
Erfan Zeneli,Shakhter Karagandy,True
Matthew Lowton,Burnley F.C.,True
Luiz Rhodolfo Dini Gaioto,Beşiktaş,True
Mohamed Yattara,Standard Liège,True
Bruno Zuculini,AEK,True
Oumar Niasse,Everton,True
Mario Balotelli,A.C. Milan,True
Thomas Phibel,FC Mordovia,True
Bernard Berisha,F.C. Anji Makhachkala,True
Youssouf Mulumbu,Norwich City F.C.,True
Jordan Rhodes,Middlesbrough F.C.,True
Miguel Ángel Britos Cabrera,Watford F.C.,True
Medhi Amine El Mouttaqi Benatia,Roma,True
Michael Agazzi,Middlesbrough F.C.,True
Roberto Soldado,Villarreal,True
Jan Kirchhoff,Sunderland AFC,True
Kevin Antonio Joel Gislain Mirallas y Castillo,Olympiacos,True
Michael Madl,Fulham F.C.,True
Younousse Sankharé,Lille Olympique Sporting Club,True
Glen McLeod Cooper Johnson,Stoke City,True
Maxi Pereira,FC Porto,True
Ezequiel Matías Muñoz,Genoa C.F.C.,True
Gonzalo Castro Randón,Bayer 04 Leverkusen,True
Stephan El Shaarawy,Roma,True
Maryan Vasylyovych Shved,Sevilla FC,True
Vágner Love,Monaco F.C.,True
Arturo Erasmo Vidal Pardo,Bayern Munich,True
Felipe,Udinese Calcio SpA,True
Renato Júnior Luz Sanches,Bayern Munich,True
Bruno Ferreira Bonfim,Corinthians,True
Balázs Dzsudzsák,Bursaspor,True
Steven Fletcher,Olympique de Marseille,True
Juraj Kucka,A.C. Milan,True
Timo Gebhart,Steaua București,True
Kemy Agustien,Swansea City F.C.,True
Eric Fernando Botteghin,Feyenoord,True
Islam Slimani,Leicester City,True
Wilfried Bony,Swansea City F.C.,True
Virgil van Dijk,Southampton F.C.,True
Mason Holgate,Everton,True
Marco Amelia,Chelsea,True
Kelechi Nwakali,Arsenal F.C.,True
Andros Townsend,Crystal Palace,True
Oriol Romeu Vidal,Southampton F.C.,True
Jonathan Mensah,F.C. Anji Makhachkala,True
Franck Tabanou,Saint-Étienne,True
Yohan Cabaye,Newcastle United F.C.,True
Rony Lopes,Monaco F.C.,True
Henrikh Mkhitaryan,Manchester United,True
Henri Saivet,Newcastle United F.C.,True
Mohamed Salah,Roma,True
Rémy Cabella,Olympique de Marseille,True
Kevin Antonio Joel Gislain Mirallas y Castillo,Olympiacos,True
Geoffrey Agundogbia S.P,Inter Milan,True
Matt Miazga,Chelsea,True
Sebastian Rode,Borussia Dortmund,True
Alex Smithies,Queens Park Rangers,True
N'Golo Kanté,Chelsea,True
Steven Berghuis,Watford F.C.,True
Lee Tomlin,Bristol City F.C.,True
Sami Khedira,Juventus,True
Jordan Bernard Rossiter,Rangers F.C.,True
Aras Özbiliz,Beşiktaş,True
Joselu,Stoke City,True
Mohamed Elneny,Arsenal F.C.,True
Fernando Llorente,Sevilla FC,True
Matteo Darmian,Manchester United,True
Reece Brown,Manchester United,True
Oussama Tannane,Saint-Étienne,True
Stewart Downing,Sunderland AFC,True
Loris Karius,Liverpool F.C.,True
Loïc Rémy,Newcastle United F.C.,True
Cléber Santana,Flamengo,True
Juan Guillermo,Juventus,True
Edin Džeko,Roma,True
Ricardo Quaresma,Beşiktaş,True
Edin Džeko,Roma,True
Idrissa Gueye,Aston Villa F.C.,True
Mousa Dembélé,Tottenham Hotspur,True
Tunde Adeniji,Professional F.C. Levski Sofia,True
Andre Alexander Shaquille Wisdom,Norwich City F.C.,True
Enes Ünal,K.R.C. Genk,True
Thomas Christopher Ince,Derby County,True
Raúl Albiol,Valencia CF,True
Tommy Elphick,Aston Villa F.C.,True
Nathan Redmond,Southampton F.C.,True
Adnan Januzaj,Sunderland AFC,True
Stephan El Shaarawy,Monaco F.C.,True
Alisson,Roma,True
Dimitri Payet,Olympique de Marseille,True
Aaron Tshibola,Aston Villa F.C.,True
Alex Pritchard,Tottenham Hotspur,True
Lamine-Gueye Koné,Sunderland AFC,True
Luciano Vietto,Sevilla FC,True
do Nascimento,Jiāngsū Sūníng,True
Manuel Agudo Durán,Manchester City F.C.,True
Eric Bailly,Manchester United,True
Steven Roy Caulker,Liverpool F.C.,True
Matthew Thomas Ritchie,Newcastle United F.C.,True
Lucas Digne,FC Barcelona,True
Granit Xhaka,Arsenal F.C.,True
John Stones,Manchester City F.C.,True
Marc Wilson,AFC Bournemouth,True
Hatem Ben Arfa,Paris Saint-Germain,True
Federico Fazio,Sevilla FC,True
Diego Fabbrini,Middlesbrough F.C.,True
Niko Kranjčar,Rangers F.C.,True
Jonathan Kodjia,Aston Villa F.C.,True
Sergio Romero,Manchester United,True
Marko Pjaca,Juventus,True
Václav Kadlec,Sparta Prague,True
Mile Jedinak,Aston Villa F.C.,True
Ravel Ryan Morrison,Queens Park Rangers,True
André Horst Schürrle,Borussia Dortmund,True
Jakub Brabec,K.R.C. Genk,True
Alex Pritchard,Norwich City F.C.,True
Lee James Stephen Hodson,Rangers F.C.,True
Henri George Lansbury,Watford F.C.,True
Jose Baxter,Everton,True
Luke David Ayling,Leeds United F.C.,True
Demba Ba,Beşiktaş,True
Gabriel Antoine Obertan,F.C. Anji Makhachkala,True
Steven Roy Caulker,Swansea City F.C.,True
Gonzalo Gerardo Higuaín,Juventus,True
Marko Pjaca,Juventus,True
Idrissa Gueye,Everton,True
Jack Andrew Garry Wilshere,AFC Bournemouth,True
Samir Nasri,Sevilla FC,True
James Grant Chester,Aston Villa F.C.,True
Bafétimbi Gomis,Olympique de Marseille,True
Paulo Henrique Ganso,Sevilla FC,True
Ciro Immobile,SS Lazio,True
Hakim Ziyech,AFC Ajax,True
Kyle Bartley,Leeds United F.C.,True
Breel Donald Embolo,FC Schalke 04,True
Matz Sels,Newcastle United F.C.,True
Rodolfo Paolo Suárez Díaz,Isidro Metapán,True
Almen Abdi,Sheffield Wednesday F.C.,True
Wayne Rooney,Manchester United,True
Seydou Doumbia,Basel,True
Hernanes,São Paulo FC,True
Tommy Elphick,Aston Villa F.C.,True
Mario Gómez García,VfL Wolfsburg,True
Mauricio Aníbal Isla Isla,Cagliari Calcio S.p.A.,True
Juan Mata,Valencia CF,True
Philip Nikodem Jagielka,Sheffield United F.C.,True
Dirk Jan Klaas Huntelaar,AFC Ajax,True
Abdoul Camara,Stade Rennais,True
Ashley Michael Fletcher,Manchester United,True
Hatem Ben Arfa,Olympique Lyonnais,True
Isaac Success,Watford F.C.,True
Dirk Jan Klaas Huntelaar,AFC Ajax,True
William David Keane,Hull City F.C.,True
Borja,Swansea City F.C.,True
Michael Vincent Keane,Leicester City,True
Sofiane Boufal,Southampton F.C.,True
Declan Christopher John,Chesterfield F.C.,True
Patrik Schick,Sampdoria,True
Medhi Amine El Mouttaqi Benatia,Juventus,True
Andros Townsend,Newcastle United F.C.,True
Yannick Bolasie,Everton,True
Hélder Wander Sousa de Azevedo e Costa,Wolverhampton Wanderers F.C.,True
Jon Flanagan,Burnley F.C.,True
Steven Jerome Pienaar,Sunderland AFC,True
Rob Holding,Arsenal F.C.,True
Marko Pjaca,Juventus,True
Timothy Michael Krul,AFC Ajax,True
Bradley Edwin Guzan,Middlesbrough F.C.,True
Gonzalo Gerardo Higuaín,Juventus,True
Joe Allen,Stoke City,True
Nathan Benjamin Aké,AFC Bournemouth,True
Luke Chambers,Nottingham Forest F.C.,True
Dominic Gape,Wycombe Wanderers F.C.,True
Jherson Vergara Amú,Arsenal Tula,True
Omer Atzili,Granada CF,True
Isaac Scot Hayden,Newcastle United F.C.,True
Marcos Alonso Mendoza,Chelsea,True
Wilfried Bony,Stoke City,True
Álvaro Negredo Sánchez,Middlesbrough F.C.,True
Grant Campbell Hanley,Newcastle United F.C.,True
Haris Seferović,ACF Fiorentina,True
DeAndre Yedlin,Sunderland AFC,True
Donald Love,Sunderland AFC,True
Piotr Zieliński,Napoli,True
Graziano Pellè,Shāndōng Lǔnéng Tàishān,True
Clinton N'Jie,Olympique Lyonnais,True
Liam Simon Moore,Reading F.C.,True
Sead Hajrović,Arsenal F.C.,True
Siem de Jong,PSV Eindhoven,True
Scott Andrew Sinclair,Celtic F.C.,True
John Swift,Reading F.C.,True
Omer Atzili,Granada CF,True
Patrice Evra,Manchester United,True
Dwight Gayle,Newcastle United F.C.,True
Matěj Vydra,Derby County,True
Serge David Gnabry,Sportfreunde Siegen,True
Nacer Chadli,West Bromwich Albion F.C.,True
Ragnar Klavan,Liverpool F.C.,True
Óscar René Cardozo Marín,Olympiacos,True
Lewis Cook,AFC Bournemouth,True
John Obi Mikel,Chelsea,True
Jordon Ashley Femi Ibe,AFC Bournemouth,True
Alex McCarthy,Southampton F.C.,True
Mario Balotelli,OGC Nice,True
Christian Atsu,Newcastle United F.C.,True
Cristian Esteban Gamboa Luna,Celtic F.C.,True
Henrikh Mkhitaryan,Manchester United,True
David Marcelo Pizarro Cortés,Universidad de Chile,True
Christian Kabasele,Watford F.C.,True
Jeffrey Kevin van Homoet Bruma,VfL Wolfsburg,True
Jesús Vallejo Lázaro,Eintracht Frankfurt,True
Connor Joseph Jennings,Macclesfield Town F.C.,True
Asmir Begović,AFC Bournemouth,True
Arkadiusz Milik,Napoli,True
Moritz Leitner,FC Augsburg,True
Achraf Lazaar,Newcastle United F.C.,True
Tom Cleverley,Aston Villa F.C.,True
Charles Joseph John Hart,Torino F.C.,True
Marlos Moreno Durán,Manchester City F.C.,True
Carlos Alberto Martínez Tevez,Manchester United,True
Borja Mayoral,VfL Wolfsburg,True
Takuma Asano,Arsenal F.C.,True
Marko Pjaca,Juventus,True
Pau López,Tottenham Hotspur,True
Henri Saivet,Saint-Étienne,True
Mario Suárez Mata,Valencia CF,True
Danijel Pranjić,sc Heerenveen,True
Jores Okore,FC Copenhagen,True
Jesé Rodríguez,Paris Saint-Germain,True
Maximiliano Gastón López,Catania,True
Moussa Sissoko,Tottenham Hotspur,True
Nani,Valencia CF,True
Thomas Henry Alex Robson-Kanu,West Bromwich Albion F.C.,True
Sergio Rico,FC Barcelona,True
Steve Mandanda,Crystal Palace,True
Roy Beerens,Reading F.C.,True
Wesley Michael Brown,Blackburn Rovers,True
Francisco Alcácer García,FC Barcelona,True
Fernando Llorente,Swansea City F.C.,True
Jordan Marcel Gilbert Veretout,Saint-Étienne,True
Mathieu Flamini,Crystal Palace,True
Jeff Hendrick,Burnley F.C.,True
Georginio Wijnaldum,Liverpool F.C.,True
David Luiz Moreira Marinho,Chelsea,True
Kolo Touré,Celtic F.C.,True
Borja Mayoral,VfL Wolfsburg,True
Marten Elco de Roon,Middlesbrough F.C.,True
Younès Kaboul,Watford F.C.,True
Sol Bamba,Cardiff City F.C.,True
Václav Kadlec,Sparta Prague,True
Luke Wilkshire,FC Dynamo Moscow,True
Ariel Borysiuk,Lechia Gdańsk,True
Ryan Glen Mason,Hull City F.C.,True
Kalu Uche,Wisła Kraków,True
Ciaran Clark,Newcastle United F.C.,True
Sergi Canos Tenés,Norwich City F.C.,True
Joseph Anthony Barton,Burnley F.C.,True
Ross McCormack,Aston Villa F.C.,True
Clinton N'Jie,Olympique de Marseille,True
Thomas Vermaelen,Roma,True
DeAndre Yedlin,Newcastle United F.C.,True
Tyler Nathan Blackett,Reading F.C.,True
Calum Chambers,Middlesbrough F.C.,True
Alfie Robert John Mawson,Swansea City F.C.,True
Alexandre Dimitri Song Billong,Arsenal F.C.,True
Per Mertesacker,Hannover 96,True
Ravel Ryan Morrison,Birmingham City F.C.,True
Stijn Schaars,sc Heerenveen,True
Liam Bridcutt,Leeds United F.C.,True
Mohamed Diamé,Newcastle United F.C.,True
Jonny Evans,Manchester United,True
Seydou Doumbia,CSKA Moscow,True
Aaron Cresswell,Liverpool F.C.,True
Holger Badstuber,VfB Stuttgart,True
Jermain Defoe,AFC Bournemouth,True
Karim Ansarifard,Club Atlético Osasuna,True
Ched Evans,Sheffield United F.C.,True
Johan Dahlin,Malmö FF,True
Panagiotis Kone,AEK,True
Tom Huddlestone,Derby County,True
Dean Peter Bowditch,Northampton Town F.C.,True
Joseph Martin O'Brien,Bolton Wanderers F.C.,True
Sandro Wagner,Bayern Munich,True
Lee Chung-yong,Bolton Wanderers F.C.,True
Adelino André Vieira de Freitas,PAOK FC,True
Viktor Klonaridis,AEK,True
Mesut Özil,FC Schalke 04,True
Gareth Frank Bale,Tottenham Hotspur,True
Ezequiel Iván Lavezzi,Napoli,True
André Morgan Rami Ayew,Olympique de Marseille,True
Jack Cork,Burnley F.C.,True
Jonjo Shelvey,Newcastle United F.C.,True
Panagiotis Kone,AEK,True
Bacary Sagna,Manchester City F.C.,True
Gerard Deulofeu Lázaro,FC Barcelona,True
Sandro Ramírez,Málaga,True
Steve Mandanda,Olympique de Marseille,True
Patrice Evra,Manchester United,True
Kasey Remel Palmer,Huddersfield Town,True
Viktor Klonaridis,AEK,True
Anthony Stokes,Hibernian F.C.,True
Marten Elco de Roon,Atalanta Bergamasca,True
Davie Selke,Sportfreunde Siegen,True
Adelino André Vieira de Freitas,PAOK FC,True
Leonardo da Silva Souza,Partizan,True
Theo Walcott,Southampton F.C.,True
Lucas Pérez Martínez,Arsenal F.C.,True
Wayne Rooney,Everton,True
Charlie Austin,Queens Park Rangers,True
Lucas,Grêmio,True
Cameron Jerome,Cardiff City F.C.,True
Sullay Kaikai,Brentford,True
Timothy Filiga Cahill,Millwall F.C.,True
Henrikh Mkhitaryan,Borussia Dortmund,True
Steven Berghuis,Feyenoord,True
Panagiotis Kone,AEK,True
André Morgan Rami Ayew,Olympique de Marseille,True
Robert David Keane,Wolverhampton Wanderers F.C.,True
Geoffrey Agundogbia S.P,Inter Milan,True
Andre Alexander Shaquille Wisdom,Derby County,True
Jesús Vallejo Lázaro,Real Madrid C.F.,True
Connor Ripley,Motherwell F.C.,True
Jesús Navas González,Sevilla FC,True
Jesús Navas González,Sevilla FC,True
Aaron Mooy,Huddersfield Town,True
Siem de Jong,AFC Ajax,True
Borja Mayoral,VfL Wolfsburg,True
Nathan Benjamin Aké,AFC Bournemouth,True
Leonardo da Silva Souza,Partizan,True
Manuel Agudo Durán,Celta de Vigo,True
Sammy Ameobi,Bolton Wanderers F.C.,True
Javier Alejandro Mascherano,Liverpool F.C.,True
Éver Banega,Sevilla FC,True
Wayne Rooney,Everton,True
Luke Paul Hoare Shaw,Southampton F.C.,True
Loïc Rémy,Olympique de Marseille,True
Carlos Bacca,Sevilla FC,True
Stefano Chuka Okaka,Fulham F.C.,True
Tin Jedvaj,Dinamo Zagreb,True
